"No_";"Name";"Customer Posting Group";"Creation Date";"VIP";"Country_Region Code";"City";"BirthDate";"MaritalStatus";"Gender";"EmailAddress";"AnnualIncome";"TotalChildren";"EducationLevel";"Occupation";"HomeOwner"
"CLI43029180";"JUSTIN WILSON";"S_1";"5/22/2014 12:00:00 AM";0;"ES";"Granada";"10/4/1964";"S";"M";"justin38@adventure-works.com";"$50,000";4;"Bachelors";"Skilled Manual";"Y"
"CLI43029190";"CHRISTY NARA";"S_1";"5/22/2014 12:00:00 AM";0;"ES";"Palma";"11/11/1964";"S";"F";"christy34@adventure-works.com";"$50,000";4;"Bachelors";"Skilled Manual";"N"
"CLI43030162";"MICHELE ALVAREZ";"S_1";"1/8/2021 12:00:00 AM";0;"ES";"Murcia";"4/8/1964";"S";"F";"michele39@adventure-works.com";"$50,000";4;"Bachelors";"Skilled Manual";"Y"
"CLI43030170";"NATALIE JONES";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Malaga";"8/18/1924";"S";"F";"natalie71@adventure-works.com";"$30,000";2;"High School";"Skilled Manual";"N"
"CLI43030190";"SAVANNAH REED";"S_1";"1/27/2017 12:00:00 AM";0;"ES";"Sevilla";"6/15/1964";"S";"F";"savannah18@adventure-works.com";"$50,000";4;"Bachelors";"Skilled Manual";"Y"
"CLI43030270";"CASSIDY DIAZ";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Cadiz";"12/1/1964";"S";"F";"cassidy23@adventure-works.com";"$50,000";4;"Bachelors";"Skilled Manual";"N"
"CLI43030280";"JOSHUA LEWIS";"S_1";"1/4/2017 12:00:00 AM";0;"ES";"San Sebastián";"2/28/1964";"M";"M";"joshua23@adventure-works.com";"$50,000";4;"Bachelors";"Skilled Manual";"Y"
"CLI43030450";"FAITH REED";"S_1";"7/3/2019 12:00:00 AM";0;"ES";"Vitoria";"9/13/1964";"S";"F";"faith36@adventure-works.com";"$50,000";4;"Bachelors";"Skilled Manual";"Y"
"CLI43030570";"KYLE RUSSELL";"S_1";"2/18/2020 12:00:00 AM";0;"ES";"Bilbao";"10/25/1963";"S";"M";"kyle15@adventure-works.com";"$60,000";4;"Bachelors";"Professional";"N"
"CLI43031120";"GRACE JONES";"S_1";"8/30/2017 12:00:00 AM";0;"ES";"Llanes";"11/18/1968";"S";"F";"grace2@adventure-works.com";"$60,000";0;"Bachelors";"Professional";"Y"
"CLI43031130";"JASON MITCHELL";"S_1";"5/22/2014 12:00:00 AM";0;"ES";"Lastres";"4/18/1968";"S";"M";"jason40@adventure-works.com";"$60,000";2;"Graduate Degree";"Professional";"N"
"CLI43031999";"SETH HERNANDEZ";"S_1";"5/22/2014 12:00:00 AM";0;"ES";"Oviedo";"8/17/1963";"M";"M";"seth26@adventure-works.com";"$60,000";3;"Graduate Degree";"Professional";"Y"
"CLI43032020";"ISABELLA YOUNG";"S_1";"2/15/2021 12:00:00 AM";0;"ES";"Gijón";"3/12/1963";"S";"F";"isabella56@adventure-works.com";"$60,000";3;"Graduate Degree";"Professional";"N"
"CLI43032180";"JORDAN COLEMAN";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Torrelavega";"12/7/1962";"M";"M";"jordan2@adventure-works.com";"$40,000";3;"High School";"Skilled Manual";"Y"
"CLI43033020";"NICOLE WALKER";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Santander";"1/9/1962";"M";"F";"nicole23@adventure-works.com";"$70,000";1;"Partial College";"Skilled Manual";"Y"
"CLI43033030";"KATHERINE CARTER";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Guetaria";"4/24/1962";"M";"F";"katherine58@adventure-works.com";"$70,000";1;"Partial College";"Skilled Manual";"Y"
"CLI43033035";"OLIVIA PETERSON";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Mundaca";"9/15/1961";"S";"F";"olivia40@adventure-works.com";"$40,000";4;"High School";"Skilled Manual";"Y"
"CLI43033047";"JESSICA WOOD";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Bermeo";"10/11/1961";"M";"F";"jessica26@adventure-works.com";"$60,000";1;"Partial College";"Skilled Manual";"Y"
"CLI43033050";"ELIZABETH THOMPSON";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Pasajes";"9/6/1961";"M";"F";"elizabeth19@adventure-works.com";"$60,000";1;"Partial College";"Skilled Manual";"Y"
"CLI43033100";"CHLOE RIVERA";"S_1";"11/13/2020 12:00:00 AM";0;"ES";"Estepa";"2/6/1961";"M";"F";"chloe54@adventure-works.com";"$60,000";1;"Partial College";"Skilled Manual";"Y"
"CLI43033180";"LUCAS SCOTT";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Lebrija";"7/2/1961";"M";"M";"lucas46@adventure-works.com";"$60,000";1;"Partial College";"Skilled Manual";"N"
"CLI43033200";"NATHANIEL JAMES";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Cazalla de la Sierra";"4/24/1960";"M";"M";"nathaniel0@adventure-works.com";"$40,000";4;"High School";"Skilled Manual";"Y"
"CLI43033250";"JESSICA PETERSON";"S_1";"5/9/2016 12:00:00 AM";0;"ES";"Constantina";"8/4/1967";"S";"F";"jessica17@adventure-works.com";"$70,000";0;"Partial College";"Skilled Manual";"Y"
"CLI43033395";"KAITLYN ADAMS";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Osuna";"11/6/1967";"S";"F";"kaitlyn13@adventure-works.com";"$70,000";0;"Partial College";"Skilled Manual";"N"
"CLI43033398";"JILLIAN GARCIA";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Herrera";"7/14/1967";"S";"F";"jillian15@adventure-works.com";"$70,000";0;"Partial College";"Skilled Manual";"N"
"CLI43033400";"DALTON BENNETT";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"El Garrobo";"8/16/1967";"S";"M";"dalton46@adventure-works.com";"$70,000";0;"Partial College";"Skilled Manual";"N"
"CLI43033405";"FAITH PATTERSON";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Arahal";"7/21/1967";"S";"F";"faith9@adventure-works.com";"$60,000";0;"Graduate Degree";"Professional";"N"
"CLI43033410";"RYAN ZHANG";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Morón de la frontera";"4/12/1967";"M";"M";"ryan27@adventure-works.com";"$60,000";0;"Graduate Degree";"Professional";"N"
"CLI43033415";"ADRIAN BELL";"S_1";"7/16/2019 12:00:00 AM";0;"ES";"Dos Hermanas";"3/10/1967";"S";"M";"adrian15@adventure-works.com";"$60,000";0;"Bachelors";"Professional";"N"
"CLI43033460";"JONATHAN BROWN";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Olvera";"8/3/1960";"M";"M";"jonathan54@adventure-works.com";"$60,000";1;"Partial College";"Skilled Manual";"N"
"CLI43036010";"MADISON WHITE";"S_1";"5/17/2021 12:00:00 AM";0;"ES";"Ubrique";"11/13/1960";"M";"F";"madison13@adventure-works.com";"$60,000";1;"Partial College";"Skilled Manual";"Y"
"CLI43036090";"ALEXIS DIAZ";"S_1";"3/22/2021 12:00:00 AM";0;"ES";"Jerez de la Frontera";"10/7/1960";"M";"F";"alexis45@adventure-works.com";"$60,000";1;"Partial College";"Skilled Manual";"Y"
"CLI43036370";"CHRISTINE NARA";"S_1";"10/4/2019 12:00:00 AM";0;"ES";"Sanlucar de Barrameda";"2/8/1960";"M";"F";"christine12@adventure-works.com";"$60,000";1;"Partial College";"Skilled Manual";"Y"
"CLI43037160";"EDGAR SAI";"S_1";"5/22/2014 12:00:00 AM";0;"ES";"Tarifa";"10/3/1960";"M";"M";"edgar6@adventure-works.com";"$60,000";1;"Partial College";"Skilled Manual";"Y"
"CLI43038090";"MELISSA SANCHEZ";"S_1";"9/29/2020 12:00:00 AM";0;"ES";"Bronos";"8/20/1959";"M";"F";"melissa40@adventure-works.com";"$60,000";1;"Partial College";"Skilled Manual";"Y"
"CLI43041080";"RICHARD MITCHELL";"S_1";"1/3/2017 12:00:00 AM";0;"ES";"El gastor";"7/24/1959";"M";"M";"richard30@adventure-works.com";"$60,000";4;"Bachelors";"Professional";"Y"
"CLI43041090";"PATRICK STEWART";"S_1";"5/22/2014 12:00:00 AM";0;"ES";"Benaocaz";"3/12/1959";"M";"M";"patrick27@adventure-works.com";"$60,000";4;"Bachelors";"Professional";"Y"
"CLI43041380";"HANNAH ANDERSON";"S_1";"8/9/2019 12:00:00 AM";0;"ES";"Medina-Sidonia";"8/14/1959";"M";"F";"hannah9@adventure-works.com";"$70,000";5;"Graduate Degree";"Professional";"Y"
"CLI43041400";"LATOYA SHEN";"S_1";"11/21/2017 12:00:00 AM";0;"ES";"Manzanares el Rean";"4/26/1959";"M";"F";"latoya2@adventure-works.com";"$80,000";5;"Graduate Degree";"Professional";"Y"
"CLI43042010";"KURT SHARMA";"S_1";"7/3/2019 12:00:00 AM";0;"ES";"San Lorenzo del Escorial";"9/25/1959";"M";"M";"kurt9@adventure-works.com";"$80,000";2;"Graduate Degree";"Professional";"Y"
"CLI43043050";"KATELYN PARKER";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Rascafria";"1/20/1958";"M";"F";"katelyn30@adventure-works.com";"$60,000";3;"Bachelors";"Professional";"Y"
"CLI43046030";"JOSEPH WHITE";"S_1";"9/3/2019 12:00:00 AM";0;"ES";"Aranjuez";"4/5/1958";"M";"M";"joseph19@adventure-works.com";"$60,000";1;"Bachelors";"Professional";"Y"
"CLI43046220";"JAMIE LIANG";"S_1";"9/3/2019 12:00:00 AM";0;"ES";"Alcalá de Henares";"9/17/1958";"M";"F";"jamie20@adventure-works.com";"$70,000";5;"Graduate Degree";"Professional";"Y"
"CLI43046245";"JULIO ORTEGA";"S_1";"2/5/2021 12:00:00 AM";0;"ES";"Colmenar de Oreja";"10/8/1969";"M";"M";"julio23@adventure-works.com";"$90,000";1;"Graduate Degree";"Management";"Y"
"CLI430462450";"ORLANDO CARLSON";"S_1";"9/3/2019 12:00:00 AM";0;"ES";"Lozoya";"2/9/1969";"M";"M";"orlando18@adventure-works.com";"$90,000";2;"Graduate Degree";"Management";"Y"
"CLI43048030";"ANN GONZALEZ";"S_1";"4/3/2020 12:00:00 AM";0;"ES";"Torrelaguna";"5/4/1969";"M";"F";"ann23@adventure-works.com";"$100,000";1;"Graduate Degree";"Management";"Y"
"CLI43048120";"DUSTIN CHANDER";"S_1";"9/18/2015 12:00:00 AM";0;"ES";"Vic";"7/21/1969";"M";"M";"dustin16@adventure-works.com";"$100,000";1;"Graduate Degree";"Management";"Y"
"CLI43088015";"DENNIS HUANG";"S_1";"8/5/2020 12:00:00 AM";0;"PS";"Jenin";"9/11/1980";"M";"M";"dennis7@adventure-works.com";"$20,000";0;"Partial College";"Skilled Manual";"N"
"CLI43088035";"BRANDY SAUNDERS";"S_1";"1/4/2016 12:00:00 AM";0;"PS";"Belén";"1/3/1951";"S";"F";"brandy6@adventure-works.com";"$30,000";3;"High School";"Skilled Manual";"Y"
"CLI43088040";"JENNY ZHENG";"S_1";"2/21/2018 12:00:00 AM";0;"PS";"Tulkarm";"10/22/1951";"S";"F";"jenny21@adventure-works.com";"$30,000";3;"High School";"Skilled Manual";"N"
"CLI43088065";"TASHA XU";"S_1";"3/4/2021 12:00:00 AM";0;"PS";"Jericho";"4/10/1951";"M";"F";"tasha5@adventure-works.com";"$30,000";3;"High School";"Skilled Manual";"Y"
"CLI43088085";"JULIA BROOKS";"S_1";"1/4/2016 12:00:00 AM";0;"PS";"Ramallah";"11/5/1980";"S";"F";"julia63@adventure-works.com";"$70,000";0;"Partial College";"Skilled Manual";"Y"
"CLI43088090";"JORDAN CARTER";"S_1";"1/4/2016 12:00:00 AM";0;"PS";"Bayt Hanun";"9/10/1979";"M";"F";"jordan39@adventure-works.com";"$70,000";0;"Partial College";"Skilled Manual";"Y"
"CLI43088095";"LACEY HUANG";"S_1";"1/4/2016 12:00:00 AM";0;"PS";"Beit Lahia";"8/6/1952";"M";"F";"lacey18@adventure-works.com";"$40,000";2;"Partial College";"Skilled Manual";"Y"
"CLI43088100";"DOROTHY ROBINSON";"S_1";"1/4/2016 12:00:00 AM";0;"PS";"Bayt Sahur";"9/23/1954";"S";"M";"dorothy3@adventure-works.com";"$80,000";2;"Partial College";"Skilled Manual";"N"
"CLI43088170";"COURTNEY WRIGHT";"S_1";"1/4/2016 12:00:00 AM";0;"PS";"Deir al Balah";"9/4/1975";"S";"F";"courtney16@adventure-works.com";"$40,000";0;"High School";"Skilled Manual";"N"
"CLI43088200";"JOSEPH GARCIA";"S_1";"1/4/2016 12:00:00 AM";0;"PS";"Rafah";"8/17/1975";"M";"M";"joseph23@adventure-works.com";"$60,000";0;"Partial College";"Skilled Manual";"Y"
"CLI43088210";"GABRIEL GREEN";"S_1";"1/29/2021 12:00:00 AM";0;"PS";"Al Bireh";"4/5/1975";"S";"M";"gabriel45@adventure-works.com";"$60,000";0;"Partial College";"Skilled Manual";"Y"
"CLI43200000";"TONYA CHANDE";"S_1";"5/22/2014 12:00:00 AM";0;"ES";"Bagá";"6/13/1961";"S";"F";"tonya14@adventure-works.com";"$60,000";1;"Partial College";"Skilled Manual";"Y"
"CLI1001";"BIANCA LIN";"S_1";"1/13/2016 12:00:00 AM";0;"ES";"Terrassa";"9/9/1959";"M";"F";"bianca7@adventure-works.com";"$90,000";1;"Bachelors";"Professional";"Y"
"CLI1003";"RUBEN KAPOOR";"S_1";"5/22/2014 12:00:00 AM";0;"ES";"Castelldefels";"11/5/1963";"S";"M";"ruben1@adventure-works.com";"$70,000";0;"Bachelors";"Professional";"N"
"CLI1007";"MEREDITH GUTIERREZ";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Rupit";"2/23/1962";"M";"F";"meredith34@adventure-works.com";"$60,000";1;"Partial College";"Skilled Manual";"Y"
"CLI1008";"CRYSTAL WANG";"S_1";"5/22/2014 12:00:00 AM";0;"ES";"Alella";"9/9/1962";"M";"F";"crystal3@adventure-works.com";"$60,000";1;"Partial College";"Skilled Manual";"Y"
"CLI1009";"MICHEAL BLANCO";"S_1";"5/22/2014 12:00:00 AM";0;"ES";"Calella";"2/21/1962";"M";"M";"micheal11@adventure-works.com";"$70,000";5;"Bachelors";"Professional";"Y"
"CLI1010";"LESLIE MORENO";"S_1";"8/23/2019 12:00:00 AM";0;"ES";"Talamanca";"5/28/1962";"S";"F";"leslie7@adventure-works.com";"$70,000";5;"Partial College";"Skilled Manual";"Y"
"CLI1011";"ALVIN CAI";"S_1";"9/23/2016 12:00:00 AM";0;"ES";"San Cugat del Vallés";"2/12/1962";"M";"M";"alvin20@adventure-works.com";"$70,000";5;"Partial College";"Skilled Manual";"Y"
"CLI1012";"CLINTON CARLSON";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Granollers";"10/7/1962";"M";"M";"clinton14@adventure-works.com";"$70,000";5;"Partial College";"Skilled Manual";"Y"
"CLI1022";"ROSS JORDAN";"S_1";"4/5/2017 12:00:00 AM";0;"ES";"Badalona";"7/27/1957";"S";"M";"ross1@adventure-works.com";"$80,000";1;"Partial College";"Skilled Manual";"Y"
"CLI1038";"ANGELA GRIFFIN";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Játiva";"9/8/1980";"S";"F";"angela23@adventure-works.com";"$30,000";0;"Partial High School";"Clerical";"N"
"CLI1041";"MARCUS HARRIS";"S_1";"5/22/2014 12:00:00 AM";0;"ES";"Sagunto";"11/3/1979";"S";"M";"marcus14@adventure-works.com";"$30,000";0;"Partial High School";"Clerical";"N"
"CLI1048";"JASMINE TAYLOR";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Gandia";"7/20/1978";"M";"F";"jasmine7@adventure-works.com";"$40,000";0;"High School";"Skilled Manual";"Y"
"CLI1049";"LAUREN DAVIS";"S_1";"7/24/2019 12:00:00 AM";0;"ES";"Onteniente";"9/15/1978";"M";"F";"lauren23@adventure-works.com";"$40,000";0;"High School";"Skilled Manual";"N"
"CLI1051";"JAVIER ALVAREZ";"S_1";"5/22/2014 12:00:00 AM";0;"ES";"Guadalest";"2/11/1977";"S";"M";"javier1@adventure-works.com";"$30,000";0;"Partial High School";"Clerical";"N"
"CLI1060";"ERNEST WU";"S_1";"5/22/2014 12:00:00 AM";0;"ES";"Altea";"2/5/1939";"M";"M";"ernest6@adventure-works.com";"$60,000";2;"Graduate Degree";"Management";"Y"
"CLI1065";"ROSS VAZQUEZ";"S_1";"5/22/2014 12:00:00 AM";0;"ES";"Buñol";"8/16/1941";"M";"M";"ross32@adventure-works.com";"$40,000";2;"Bachelors";"Management";"Y"
"CLI1069";"RUSSELL SHEN";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Coferentes";"3/15/1941";"S";"M";"russell6@adventure-works.com";"$40,000";2;"Bachelors";"Management";"Y"
"CLI1074";"ANGELA JAMES";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Alcira";"6/23/1976";"M";"F";"angela34@adventure-works.com";"$40,000";0;"High School";"Skilled Manual";"Y"
"CLI1095";"HANNAH LONG";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Anna";"6/11/1975";"M";"F";"hannah32@adventure-works.com";"$40,000";0;"High School";"Skilled Manual";"Y"
"CLI1100";"MAURICE TANG";"S_1";"1/15/2021 12:00:00 AM";0;"ES";"olivia";"1/8/1974";"S";"M";"maurice4@adventure-works.com";"$40,000";0;"Partial College";"Skilled Manual";"N"
"CLI1112";"JASMINE BARNES";"S_1";"5/22/2014 12:00:00 AM";0;"ES";"Cullera";"8/1/1972";"S";"F";"jasmine43@adventure-works.com";"$80,000";0;"Bachelors";"Management";"N"
"CLI1113";"DAVID RODRIGUEZ";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Vitoria";"5/15/1968";"S";"M";"david83@adventure-works.com";"$80,000";0;"Bachelors";"Management";"N"
"CLI1116";"BRYCE RICHARDSON";"S_1";"5/22/2014 12:00:00 AM";0;"ES";"Bilbao";"6/22/1968";"M";"M";"bryce8@adventure-works.com";"$90,000";4;"Bachelors";"Management";"Y"
"CLI1119";"CAROL HOWARD";"S_1";"5/22/2014 12:00:00 AM";0;"ES";"Llanes";"2/5/1968";"M";"F";"carol5@adventure-works.com";"$90,000";4;"Bachelors";"Management";"Y"
"CLI1141";"SARAH PRICE";"S_1";"1/23/2018 12:00:00 AM";0;"ES";"Lastres";"5/21/1944";"S";"F";"sarah25@adventure-works.com";"$70,000";4;"Bachelors";"Management";"Y"
"CLI1143";"JENNIFER COOPER";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Oviedo";"2/22/1944";"M";"F";"jennifer63@adventure-works.com";"$60,000";4;"Graduate Degree";"Management";"Y"
"CLI1146";"CARSON BRYANT";"S_1";"10/15/2018 12:00:00 AM";0;"ES";"Gijón";"6/22/1944";"M";"M";"carson17@adventure-works.com";"$70,000";5;"Bachelors";"Management";"Y"
"CLI1150";"JACQUELINE PRICE";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Torrelavega";"6/10/1945";"M";"F";"jacqueline0@adventure-works.com";"$60,000";4;"Bachelors";"Management";"Y"
"CLI1157";"BROOKE SANDERS";"S_1";"2/25/2021 12:00:00 AM";0;"ES";"Santander";"11/26/1946";"S";"F";"brooke3@adventure-works.com";"$70,000";4;"Bachelors";"Management";"Y"
"CLI1158";"JACQUELINE BENNETT";"S_1";"5/22/2014 12:00:00 AM";0;"ES";"Guetaria";"11/6/1946";"M";"F";"jacqueline1@adventure-works.com";"$70,000";4;"Bachelors";"Management";"Y"
"CLI1159";"JASON GRIFFIN";"S_1";"5/22/2014 12:00:00 AM";0;"ES";"Mundaca";"11/22/1947";"M";"M";"jason18@adventure-works.com";"$70,000";4;"Bachelors";"Management";"Y"
"CLI1166";"BLAKE FLORES";"S_1";"5/22/2014 12:00:00 AM";0;"ES";"Bermeo";"9/24/1948";"M";"M";"blake60@adventure-works.com";"$60,000";2;"Partial College";"Professional";"Y"
"CLI1168";"DANIELLE COX";"S_1";"1/16/2018 12:00:00 AM";0;"ES";"Pasajes";"7/19/1948";"S";"F";"danielle12@adventure-works.com";"$60,000";2;"Partial College";"Professional";"Y"
"CLI1175";"EDWARD WOOD";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Estepa";"6/8/1948";"M";"M";"edward50@adventure-works.com";"$70,000";4;"Partial College";"Professional";"Y"
"CLI1178";"SAMANTHA RUSSELL";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Lebrija";"10/12/1949";"M";"F";"samantha42@adventure-works.com";"$40,000";2;"High School";"Professional";"Y"
"CLI1186";"STEPHANIE MURPHY";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Cazalla de la Sierra";"5/14/1949";"S";"F";"stephanie11@adventure-works.com";"$60,000";2;"Partial College";"Professional";"Y"
"CLI1187";"CHARLES MILLER";"S_1";"9/3/2019 12:00:00 AM";0;"ES";"Constantina";"11/7/1949";"S";"M";"charles9@adventure-works.com";"$60,000";2;"Partial College";"Professional";"Y"
"CLI1194";"JASMINE TORRES";"S_1";"12/5/2017 12:00:00 AM";0;"ES";"Osuna";"5/20/1950";"S";"F";"jasmine32@adventure-works.com";"$60,000";2;"Partial College";"Professional";"Y"
"CLI1196";"OLIVIA BROWN";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Granada";"9/11/1950";"S";"F";"olivia4@adventure-works.com";"$60,000";2;"Partial College";"Professional";"N"
"CLI1220";"NATHAN PERRY";"S_1";"5/28/2019 12:00:00 AM";0;"ES";"Palma";"6/10/1950";"M";"M";"nathan3@adventure-works.com";"$70,000";4;"Partial College";"Professional";"Y"
"CLI1232";"SYDNEY ROSS";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Murcia";"9/27/1951";"M";"F";"sydney26@adventure-works.com";"$60,000";2;"Partial College";"Professional";"Y"
"CLI1234";"MARSHALL CHAVEZ";"S_1";"9/3/2019 12:00:00 AM";0;"ES";"Malaga";"8/12/1951";"S";"M";"marshall35@adventure-works.com";"$60,000";2;"Partial College";"Professional";"Y"
"CLI1235";"ASHLEY JONES";"S_1";"1/27/2020 12:00:00 AM";0;"ES";"Sevilla";"4/19/1951";"M";"F";"ashley3@adventure-works.com";"$60,000";2;"Partial College";"Professional";"Y"
"CLI1236";"ADRIAN STEWART";"S_1";"5/26/2021 12:00:00 AM";0;"ES";"Cadiz";"12/3/1951";"S";"M";"adrian21@adventure-works.com";"$70,000";4;"Partial College";"Professional";"Y"
"CLI1248";"DENNIS ZHANG";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"San Sebastián";"11/14/1952";"M";"M";"dennis1@adventure-works.com";"$60,000";2;"High School";"Professional";"Y"
"CLI1257";"HAILEY BRYANT";"S_1";"1/8/2020 12:00:00 AM";0;"ES";"Vitoria";"9/27/1952";"M";"F";"hailey38@adventure-works.com";"$60,000";3;"High School";"Professional";"N"
"CLI1259";"ANNA GRIFFIN";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Bilbao";"11/19/1952";"S";"NA";"anna46@adventure-works.com";"$70,000";4;"Partial College";"Professional";"Y"
"CLI1261";"ANGEL STEWART";"S_1";"5/22/2014 12:00:00 AM";0;"ES";"Llanes";"2/8/1952";"M";"M";"angel24@adventure-works.com";"$70,000";4;"Partial College";"Professional";"Y"
"CLI1262";"JEREMY BUTLER";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Lastres";"3/5/1952";"S";"M";"jeremy29@adventure-works.com";"$70,000";5;"Partial College";"Professional";"Y"
"CLI1271";"LISA CAI";"S_1";"8/23/2019 12:00:00 AM";0;"ES";"Oviedo";"10/11/1957";"S";"F";"lisa24@adventure-works.com";"$100,000";2;"Partial College";"Professional";"Y"
"CLI1281";"CLAUDIA ZHOU";"S_1";"5/23/2016 12:00:00 AM";0;"ES";"Gijón";"6/6/1956";"S";"F";"claudia7@adventure-works.com";"$130,000";3;"Partial College";"Professional";"N"
"CLI1288";"SHANNON LIU";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Torrelavega";"3/12/1955";"M";"F";"shannon4@adventure-works.com";"$170,000";3;"High School";"Professional";"Y"
"CLI1299";"JOSÉ HERNANDEZ";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Santander";"2/28/1933";"M";"M";"josé54@adventure-works.com";"$60,000";2;"Graduate Degree";"Management";"Y"
"CLI1303";"COLIN LIN";"S_1";"5/22/2014 12:00:00 AM";0;"ES";"Rupit";"4/4/1933";"M";"M";"colin8@adventure-works.com";"$70,000";4;"Graduate Degree";"Management";"Y"
"CLI1308";"JACQUELINE POWELL";"S_1";"5/22/2014 12:00:00 AM";0;"ES";"Alella";"1/6/1933";"S";"F";"jacqueline9@adventure-works.com";"$120,000";1;"Graduate Degree";"Management";"Y"
"CLI1317";"VICTORIA STEWART";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Calella";"3/27/1965";"M";"F";"victoria24@adventure-works.com";"$100,000";4;"Partial College";"Professional";"Y"
"CLI1324";"JENNIFER SIMMONS";"S_1";"8/23/2019 12:00:00 AM";0;"ES";"Talamanca";"5/4/1964";"M";"F";"jennifer88@adventure-works.com";"$80,000";4;"Bachelors";"Management";"Y"
"CLI1328";"EDUARDO MARTIN";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"San Cugat del Vallés";"6/17/1964";"S";"M";"eduardo13@adventure-works.com";"$90,000";5;"Partial College";"Professional";"N"
"CLI1330";"ELIZABETH JONES";"S_1";"1/22/2021 12:00:00 AM";0;"ES";"Granollers";"7/13/1964";"M";"F";"elizabeth7@adventure-works.com";"$90,000";5;"Partial College";"Professional";"Y"
"CLI1336";"RYAN FOSTER";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Badalona";"10/13/1964";"M";"M";"ryan19@adventure-works.com";"$130,000";2;"Graduate Degree";"Management";"Y"
"CLI1345";"KYLE FOSTER";"S_1";"5/22/2014 12:00:00 AM";0;"ES";"Játiva";"4/12/1934";"M";"M";"kyle11@adventure-works.com";"$50,000";2;"Graduate Degree";"Management";"Y"
"CLI1348";"JENNY RAI";"S_1";"10/28/2015 12:00:00 AM";0;"ES";"Sagunto";"1/18/1934";"M";"F";"jenny40@adventure-works.com";"$80,000";4;"Graduate Degree";"Management";"Y"
"CLI1353";"CHARLES JACKSON";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Gandia";"6/10/1963";"M";"M";"charles15@adventure-works.com";"$80,000";4;"Partial College";"Professional";"Y"
"CLI1360";"CHRISTIAN THOMAS";"S_1";"7/11/2014 12:00:00 AM";0;"ES";"Onteniente";"1/16/1962";"M";"M";"christian46@adventure-works.com";"$90,000";5;"Partial College";"Professional";"Y"
"CLI1366";"HENRY GARCIA";"S_1";"11/13/2017 12:00:00 AM";0;"ES";"Guadalest";"1/16/1961";"M";"M";"henry16@adventure-works.com";"$70,000";5;"Partial College";"Professional";"N"
"CLI1371";"CINDY SANCHEZ";"S_1";"5/22/2014 12:00:00 AM";0;"ES";"Altea";"9/16/1961";"M";"F";"cindy19@adventure-works.com";"$110,000";1;"Bachelors";"Management";"Y"
"CLI1372";"MARIA CARTER";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Buñol";"3/7/1961";"M";"F";"maria53@adventure-works.com";"$130,000";1;"Bachelors";"Management";"Y"
"CLI1374";"JENNA WRIGHT";"S_1";"1/4/2016 12:00:00 AM";0;"PS";"Ad-Dhahiriya";"5/5/1961";"M";"F";"jenna19@adventure-works.com";"$130,000";1;"Bachelors";"Management";"Y"
"CLI1381";"DALTON CLARK";"S_1";"1/4/2017 12:00:00 AM";0;"ES";"Coferentes";"9/3/1955";"M";"M";"dalton18@adventure-works.com";"$60,000";2;"High School";"Professional";"N"
